Root,Serial,Word,Guideword,Level,Part of Speech,Topic
-,-,there,DIRECTION,A1,adverb,-
-,-,there,PLACE,A1,adverb,-
-,-,these,-,A1,determiner,-
-,-,they,GROUP,A1,pronoun,-
-,-,thing,OBJECT,A1,noun,-
-,-,think,BELIEVE TO BE TRUE,A1,verb,people: personality
-,-,think,OPINION,A1,verb,people: personality
-,-,thirteen,-,A1,number,-
-,-,this,ALREADY MENTIONED,A1,determiner,-
-,-,this,CAN BE SEEN,A1,determiner,-
-,-,this,TIME,A1,determiner,-
-,-,those,-,A1,determiner,-
-,-,three,-,A1,number,-
-,-,Thursday,-,A1,noun,-
-,-,ticket,-,A1,noun,"money, travel"
-,-,time,PARTICULAR POINT,A1,noun,-
-,-,tired,WANTING REST,A1,adjective,people: personality
-,-,to,INFINITIVE,A1,preposition,-
-,-,to,TELLING THE TIME,A1,preposition,-
-,-,to,PLACE,A1,preposition,describing things
-,-,today,THIS DAY,A1,adverb,-
-,-,today,THIS DAY,A1,noun,-
-,-,together,WITH EACH OTHER,A1,adverb,relationships
-,-,toilet,CONTAINER,A1,noun,buildings
-,-,tomato,-,A1,noun,food and drink
-,-,tomorrow,DAY AFTER TODAY,A1,noun,-
-,-,tomorrow,-,A1,adverb,-
-,-,tonight,-,A1,adverb,-
-,-,too,ALSO,A1,adverb,-
-,-,tooth,IN MOUTH,A1,noun,body and health
-,-,town,PLACE PEOPLE LIVE/WORK,A1,noun,natural world
-,-,train,VEHICLE,A1,noun,travel
-,-,travel,MAKE JOURNEY,A1,verb,"people: actions, travel"
-,-,tree,-,A1,noun,natural world
-,-,trousers,-,A1,noun,clothes
-,-,T-shirt,-,A1,noun,clothes
-,-,Tuesday,-,A1,noun,-
-,-,TV,-,A1,noun,"arts and media, technology"
-,-,twenty,NUMBER,A1,number,-
-,-,twelve,-,A1,number,-
-,-,two,NUMBER,A1,number,-
-,-,under,LOWER POSITION,A1,preposition,describing things
-,-,understand,KNOW MEANING,A1,verb,-
-,-,university,-,A1,noun,education
-,-,until,TIME,A1,preposition,-
-,-,up,VERTICAL,A1,adverb,-
-,-,us,-,A1,pronoun,-
-,-,use,PURPOSE,A1,verb,people: actions
-,-,vegetable,-,A1,noun,food and drink
-,-,very,EMPHASIS,A1,adverb,communication
-,-,village,-,A1,noun,natural world
-,-,visit,SEE A PERSON,A1,verb,people: actions
-,-,visit,SEE A PLACE,A1,verb,"people: actions, travel"
-,-,wait,STAY,A1,verb,people: actions
-,-,waiter,-,A1,noun,"food and drink, work"
-,-,waitress,-,A1,noun,"food and drink, work"
-,-,walk,-,A1,verb,people: actions
-,-,wall,-,A1,noun,buildings
-,-,want,-,A1,verb,people: personality
-,-,warm,TEMPERATURE,A1,adjective,natural world
-,-,wash,CLEAN BODY,A1,verb,people: actions
-,-,wash,CLEAN THING,A1,verb,people: actions
-,-,watch,LOOK AT,A1,verb,people: actions
-,-,watch,-,A1,noun,clothes
-,-,water,LIQUID,A1,noun,natural world
-,-,we,GROUP,A1,pronoun,-
-,-,wear,CLOTHES,A1,verb,clothes
-,-,weather,"WIND, RAIN, ETC.",A1,noun,natural world
-,-,website,-,A1,noun,technology
-,-,Wednesday,-,A1,noun,-
-,-,week,MONDAY TO FRIDAY,A1,noun,-
-,-,week,SEVEN DAYS,A1,noun,-
-,-,weekend,-,A1,noun,-
-,-,well,IN A GOOD WAY,A1,adverb,-
-,-,well,HEALTHY,A1,adjective,body and health
-,-,well,EXPRESSING DOUBT,A1,exclamation,communication
-,-,what,QUESTION,A1,pronoun,-
-,-,what,QUESTION,A1,determiner,-
-,-,when,-,A1,adverb,-
-,-,where,-,A1,adverb,-
-,-,which,-,A1,determiner,-
-,-,white,COLOUR,A1,adjective,describing things
-,-,who,NAME,A1,pronoun,-
-,-,why,ASK ABOUT REASON,A1,adverb,-
-,-,wife,-,A1,noun,relationships
-,-,will,ABLE/WILLING,A1,modal verb,-
-,-,wind,-,A1,noun,natural world
-,-,window,GLASS,A1,noun,buildings
-,-,wine,-,A1,noun,food and drink
-,-,winter,-,A1,noun,natural world
-,-,with,TOGETHER,A1,preposition,-
-,-,with,HAVING,A1,preposition,describing things
-,-,woman,-,A1,noun,people: appearance
-,-,word,LANGUAGE UNIT,A1,noun,communication
-,-,work,PLACE,A1,noun,work
-,-,work,JOB,A1,noun,work
-,-,work,DO JOB,A1,verb,"people: actions, work"
-,-,world,THE EARTH,A1,noun,natural world
-,-,write,PRODUCE,A1,verb,"communication, people: actions"
-,-,writing,SKILL,A1,noun,communication
-,-,wrong,NOT CORRECT,A1,adjective,-
-,-,year,TWELVE MONTHS,A1,noun,-
-,-,yellow,-,A1,adjective,describing things
-,-,yes,ANSWER,A1,adverb,communication
-,-,yes,AGREE,A1,adverb,communication
-,-,yesterday,-,A1,adverb,-
-,-,you,PERSON/PEOPLE ADDRESSED,A1,pronoun,-
-,-,young,-,A1,adjective,people: appearance
-,-,your,PERSON/PEOPLE ADDRESSED,A1,determiner,-
-,-,zoo,-,A1,noun,animals
-,-,a,AMOUNTS,A2,determiner,-
-,-,a,AN ACTION,A2,determiner,-
-,-,a,TWO NOUNS,A2,determiner,-
-,-,a,UNIT,A2,determiner,-
-,-,a,WITH FRACTION,A2,determiner,-
-,-,a,PERIOD OF TIME,A2,determiner,-
-,-,above,MORE,A2,adverb,describing things
-,-,accident,BAD EVENT,A2,noun,body and health
-,-,across,-,A2,adverb,describing things
-,-,across,-,A2,preposition,describing things
-,-,activity,EVENT,A2,noun,"people: actions, shopping"
-,-,actor,-,A2,noun,"arts and media, work"
-,-,actually,TRUTH,A2,adverb,communication
-,-,add,PUT WITH,A2,verb,people: actions
-,-,add,CALCULATE,A2,verb,people: actions
-,-,adjective,-,A2,noun,-
-,-,adult,FOR ADULTS,A2,adjective,-
-,-,advanced,HIGHER LEVEL,A2,adjective,describing things
-,-,adventure,-,A2,noun,travel
-,-,adverb,-,A2,noun,-
-,-,advertisement,-,A2,noun,arts and media
-,-,advice,-,A2,noun,communication
-,-,aeroplane,-,A2,noun,travel
-,-,afraid,FEAR,A2,adjective,people: personality
-,-,after,PAST A PLACE,A2,preposition,describing things
-,-,after,ORDER,A2,preposition,describing things
-,-,after,-,A2,adverb,-
-,-,afterwards,-,A2,adverb,-
-,-,again,AS BEFORE,A2,adverb,-
-,-,against,COMPETING,A2,preposition,-
-,-,against,TOUCHING,A2,preposition,describing things
-,-,aged,-,A2,adjective,people: appearance
-,-,ago,-,A2,adverb,-
-,-,agree,SAME OPINION,A2,verb,communication
-,-,air,AIRCRAFT,A2,noun,travel
-,-,air,GAS,A2,noun,natural world
-,-,airport,-,A2,noun,travel
-,-,alarm clock,-,A2,noun,-
-,-,album,MUSIC,A2,noun,arts and media
-,-,album,BOOK,A2,noun,-
-,-,alcohol,-,A2,noun,food and drink
-,-,all,WHOLE AMOUNT,A2,determiner,-
-,-,all,COMPLETELY,A2,adverb,-
-,-,all right,WELL,A2,adjective,body and health
-,-,all right,PERMISSION,A2,adjective,-
-,-,almost,-,A2,adverb,-
-,-,alone,WITHOUT PEOPLE,A2,adjective,-
-,-,along,DIRECTION,A2,preposition,-
-,-,already,BEFORE NOW,A2,adverb,-
-,-,alright,WELL,A2,adjective,body and health
-,-,alright,WITHOUT PROBLEMS,A2,adjective,-
-,-,alright,PERMISSION,A2,adjective,-
-,-,always,UNTIL NOW,A2,adverb,-
-,-,always,FOREVER,A2,adverb,-
-,-,amazing,GOOD,A2,adjective,describing things
-,-,ambulance,-,A2,noun,"body and health, travel"
-,-,among,IN A GROUP,A2,preposition,-
-,-,and,AFTER VERB,A2,conjunction,communication
-,-,angry,-,A2,adjective,people: personality
-,-,another,ADDITIONAL,A2,determiner,describing things
-,-,another,DIFFERENT,A2,determiner,-
-,-,answer,TEST,A2,noun,-
-,-,answer,DOOR/TELEPHONE,A2,noun,communication
-,-,answer,DOOR/PHONE,A2,verb,communication
-,-,anybody,IN QUESTIONS/NEGATIVES,A2,pronoun,-
-,-,anyone,IN QUESTIONS/NEGATIVES,A2,pronoun,-
-,-,anymore,-,A2,adverb,-
-,-,anyway,DESPITE,A2,adverb,communication
-,-,anyway,CHANGE SUBJECT,A2,adverb,communication
-,-,anywhere,IN QUESTIONS/NEGATIVES,A2,adverb,-
-,-,anywhere,ANY PLACE,A2,adverb,describing things
-,-,apartment,-,A2,noun,buildings
-,-,appointment,-,A2,noun,"body and health, communication, work"
-,-,area,REGION,A2,noun,natural world
-,-,armchair,-,A2,noun,buildings
-,-,around,IN A CIRCLE/CIRCULAR MOVEMENT,A2,preposition,describing things
-,-,around,TO OR IN A PLACE,A2,preposition,describing things
-,-,around,TO/IN A PLACE,A2,adverb,describing things
-,-,around,APPROXIMATELY,A2,preposition,describing things
-,-,arrive,REACH A PLACE,A2,verb,"people: actions, travel"
-,-,art,"PAINTINGS/DRAWINGS, ETC.",A2,noun,arts and media
-,-,artist,-,A2,noun,"arts and media, work"
-,-,as,USE,A2,adverb,-
-,-,as,BECAUSE,A2,conjunction,communication
-,-,ask,INVITE,A2,verb,communication
-,-,at,CAUSE,A2,preposition,communication
-,-,attractive,BEAUTIFUL,A2,adjective,people: appearance
-,-,aunt,-,A2,noun,relationships
-,-,autumn,-,A2,noun,natural world
-,-,available,NOT BUSY,A2,adjective,-
-,-,available,ABLE TO GET,A2,adjective,shopping
-,-,away,DISTANCE FROM,A2,adverb,describing things
-,-,away,SOMEWHERE ELSE,A2,adverb,-
-,-,awesome,GOOD,A2,adjective,describing things
-,-,baby,ANIMAL,A2,noun,animals
-,-,back,REPLY,A2,adverb,communication
-,-,back,BODY,A2,noun,body and health
-,-,back,AT BACK,A2,adjective,describing things
-,-,bad,LOW QUALITY,A2,adjective,describing things
-,-,badly,LOW QUALITY,A2,adverb,describing things
-,-,badly,VERY SERIOUSLY,A2,adverb,communication
-,-,badly,VERY MUCH,A2,adverb,communication
-,-,badminton,-,A2,noun,shopping
-,-,bake,-,A2,verb,food and drink
-,-,balloon,-,A2,noun,-
-,-,barbecue,PARTY,A2,noun,food and drink
-,-,barbecue,EQUIPMENT,A2,noun,"food and drink, buildings"
-,-,baseball,-,A2,noun,shopping
-,-,bat,STICK,A2,noun,shopping
-,-,battery,-,A2,noun,"technology, travel"
-,-,be,CONTINUE,A2,auxiliary verb,-
-,-,be,PASSIVE,A2,auxiliary verb,-
-,-,bean,-,A2,noun,food and drink
-,-,bear,-,A2,noun,animals
-,-,before,PLACE,A2,preposition,describing things
-,-,before,EARLIER,A2,conjunction,-
-,-,before,-,A2,adverb,-
-,-,begin,START TO DO,A2,verb,-
-,-,beginner,-,A2,noun,people: personality
-,-,beginning,-,A2,noun,-
-,-,believe,TRUE,A2,verb,people: personality
-,-,believe,THINK,A2,verb,-
-,-,belt,CLOTHING,A2,noun,clothes
-,-,beside,NEXT TO,A2,preposition,describing things
-,-,better,COMPARATIVE,A2,adverb,-
-,-,between,CONNECT,A2,preposition,-
-,-,between,AMOUNT,A2,preposition,describing things
-,-,between,SEPARATE,A2,preposition,-
-,-,bicycle,-,A2,noun,travel
-,-,big,IMPORTANT,A2,adjective,describing things
-,-,bike,BICYCLE,A2,noun,travel
-,-,bill,-,A2,noun,"money, shopping"
-,-,biology,-,A2,noun,"animals, education"
-,-,bit,SMALL AMOUNT,A2,noun,people: personality
-,-,black,PEOPLE,A2,adjective,people: appearance
-,-,blackboard,-,A2,noun,education
-,-,black,-,A2,noun,describing things
-,-,blanket,FOR BED,A2,noun,buildings
-,-,blonde,-,A2,adjective,people: appearance
-,-,blood,RED LIQUID,A2,noun,body and health
-,-,blue,-,A2,noun,describing things
-,-,board,INFORMATION,A2,noun,buildings
-,-,board,GAMES,A2,noun,shopping
-,-,board game,-,A2,noun,shopping
-,-,body,DEAD,A2,noun,-
-,-,boil,HEAT LIQUID,A2,verb,natural world
-,-,boiled,-,A2,adjective,food and drink
-,-,book,-,A2,verb,travel
-,-,bookcase,-,A2,noun,buildings
-,-,bookshop,-,A2,noun,shopping
-,-,bookshelf,-,A2,noun,buildings
-,-,boot,SHOE,A2,noun,clothes
-,-,borrow,GET,A2,verb,money
-,-,boss,-,A2,noun,work
-,-,bother,ANNOY,A2,verb,people: personality
-,-,bottle,-,A2,noun,food and drink
-,-,bottom,LOWEST POSITION,A2,noun,-
-,-,bottom,FLAT SURFACE,A2,noun,-
-,-,bowl,-,A2,noun,food and drink
-,-,box,SQUARE SPACE,A2,noun,-
-,-,boyfriend,-,A2,noun,relationships
-,-,brain,IN HEAD,A2,noun,body and health
-,-,break,SEPARATE,A2,verb,-
-,-,break,NOT WORK,A2,verb,-
-,-,break,STOP,A2,noun,-
-,-,bridge,STRUCTURE,A2,noun,-
-,-,bright,COLOUR,A2,adjective,describing things
-,-,brilliant,VERY GOOD,A2,adjective,describing things
-,-,bring,TAKE WITH YOU,A2,verb,people: actions
-,-,broken,DAMAGED,A2,adjective,describing things
-,-,broken,NOT WORKING,A2,adjective,technology
-,-,brown,-,A2,noun,describing things
-,-,brush,TOOL,A2,noun,-
-,-,brush,CLEAN/TIDY,A2,verb,people: actions
-,-,build,-,A2,verb,work
-,-,building,-,A2,noun,"buildings, work"
-,-,burger,-,A2,noun,food and drink
-,-,business,ORGANIZATION,A2,noun,work
-,-,businessman,-,A2,noun,work
-,-,businesswoman,-,A2,noun,work
-,-,bus station,-,A2,noun,travel
-,-,bus stop,-,A2,noun,travel
-,-,busy,PLACE,A2,adjective,-
-,-,busy,PERSON,A2,adjective,work
-,-,busy,TIME,A2,adjective,work
-,-,by,DO,A2,preposition,-
-,-,by,NOT LATER THAN,A2,preposition,-
-,-,by,HOW,A2,preposition,-
-,-,calendar,-,A2,noun,-
-,-,call,TELEPHONE,A2,verb,"communication, technology"
-,-,call,TELEPHONE,A2,noun,"communication, technology"
-,-,camp,-,A2,verb,travel
-,-,camping,-,A2,noun,travel
-,-,can,-,A2,noun,food and drink
-,-,can,PERMISSION,A2,modal verb,-
-,-,cap,-,A2,noun,clothes
-,-,capital,-,A2,noun,politics
-,-,capital letter,-,A2,noun,communication
-,-,card,GREETINGS,A2,noun,communication
-,-,card,GAME,A2,noun,shopping
-,-,careful,-,A2,adjective,people: personality
-,-,carefully,-,A2,adverb,-
-,-,car park,-,A2,noun,travel
-,-,carpet,-,A2,noun,buildings
-,-,carrot,VEGETABLE,A2,noun,food and drink
-,-,cartoon,FILM,A2,noun,arts and media
-,-,cartoon,DRAWING,A2,noun,arts and media
-,-,case,CONTAINER,A2,noun,-
-,-,case,BAG,A2,noun,travel
-,-,cash,NOTES/COINS,A2,noun,money
-,-,castle,-,A2,noun,buildings
-,-,catch,ILLNESS,A2,verb,body and health
-,-,cathedral,-,A2,noun,buildings
-,-,ceiling,ROOM,A2,noun,buildings
-,-,cent,-,A2,noun,money
-,-,centimetre,-,A2,noun,describing things
-,-,centre,MIDDLE,A2,noun,-
-,-,centre,PLACE,A2,noun,buildings
-,-,century,-,A2,noun,-
-,-,cereal,BREAKFAST FOOD,A2,noun,food and drink
-,-,certainly,NO DOUBT,A2,adverb,communication
-,-,certainly,AGREE,A2,adverb,communication
-,-,chain,METAL RINGS,A2,noun,-
-,-,champagne,-,A2,noun,food and drink
-,-,change,DIFFERENT,A2,verb,-
-,-,change,CLOTHES,A2,verb,"clothes, people: actions"
-,-,change,JOURNEY,A2,verb,"people: actions, travel"
-,-,change,MONEY,A2,verb,money
-,-,change,DIFFERENCE,A2,noun,-
-,-,change,SOMETHING NEW,A2,noun,-
-,-,channel,TV,A2,noun,arts and media
-,-,chat,TALK,A2,verb,communication
-,-,chat,COMMUNICATE ONLINE,A2,verb,"communication, technology"
-,-,chat,-,A2,noun,communication
-,-,check,EXAMINE,A2,verb,people: actions
-,-,chef,-,A2,noun,"food and drink, work"
-,-,chemist,SHOP,A2,noun,"body and health, shopping"
-,-,chemistry,-,A2,noun,education
-,-,cheque,-,A2,noun,money
-,-,chess,-,A2,noun,shopping
-,-,chicken,BIRD,A2,noun,animals
-,-,chicken,MEAT,A2,noun,"animals, food and drink"
-,-,chilli,-,A2,noun,food and drink
-,-,church,-,A2,noun,buildings
-,-,cigarette,-,A2,noun,body and health
-,-,circle,SHAPE,A2,noun,describing things
-,-,class,STANDARD,A2,noun,-
-,-,classmate,-,A2,noun,-
-,-,cleaner,PERSON,A2,noun,work
-,-,clear,EASY TO UNDERSTAND,A2,adjective,-
-,-,clear,TRANSPARENT,A2,adjective,describing things
-,-,clearly,EASY,A2,adverb,communication
-,-,clearly,NOT CONFUSED,A2,adverb,-
-,-,click,COMPUTER,A2,verb,"people: actions, technology"
-,-,click,-,A2,noun,"people: actions, technology"
-,-,climb,PERSON,A2,verb,people: actions
-,-,climbing,-,A2,noun,"people: actions, shopping"
-,-,close,PUBLIC PLACE,A2,verb,-
-,-,close,FRIENDLY,A2,adjective,relationships
-,-,cloud,WATER,A2,noun,natural world
-,-,cloudy,-,A2,adjective,natural world
-,-,club,GROUP,A2,noun,-
-,-,clown,-,A2,noun,arts and media
-,-,coach,VEHICLE,A2,noun,travel
-,-,cola,-,A2,noun,food and drink
-,-,cold,ILLNESS,A2,noun,body and health
-,-,colleague,-,A2,noun,"relationships, work"
-,-,collect,KEEP,A2,verb,people: actions
-,-,collect,GO TO GET,A2,verb,people: actions
-,-,college,-,A2,noun,"education, buildings"
-,-,comb,-,A2,noun,people: appearance
-,-,come,BE AVAILABLE,A2,verb,shopping
-,-,comfortable,CLOTHES/FURNITURE,A2,adjective,describing things
-,-,comic,-,A2,noun,arts and media
-,-,company,BUSINESS,A2,noun,work
-,-,comparative,ADJECTIVE,A2,noun,-
-,-,competition,EVENT,A2,noun,shopping
-,-,complete,MAKE WHOLE,A2,verb,people: actions
-,-,complete,WRITE,A2,verb,"communication, people: actions"
-,-,complete,FINISH,A2,verb,people: actions
-,-,concert,-,A2,noun,arts and media
-,-,congratulations,-,A2,exclamation,"communication, people: personality"
-,-,contact,PERSON,A2,noun,"relationships, work"
-,-,contact,-,A2,verb,"communication, people: actions"
-,-,cook,-,A2,noun,"food and drink, work"
-,-,cooker,-,A2,noun,food and drink
-,-,cooking,-,A2,noun,"food and drink, people: actions"
-,-,cool,-,A2,exclamation,communication
-,-,cool,GOOD,A2,adjective,describing things
-,-,copy,PRODUCE,A2,verb,people: actions
-,-,corner,WHERE LINES MEET,A2,noun,-
-,-,correct,ACCURATE,A2,adjective,-
-,-,cost,MONEY,A2,noun,"money, shopping"
-,-,cost,MONEY,A2,verb,"money, shopping"
-,-,could,PAST ABILITY,A2,modal verb,-
-,-,could,REQUEST,A2,modal verb,communication
-,-,countryside,-,A2,noun,natural world
-,-,course,MEAL,A2,noun,food and drink
-,-,cousin,-,A2,noun,relationships
-,-,cover,PUT,A2,verb,people: actions
-,-,crazy,STUPID,A2,adjective,people: personality
-,-,cream,FOOD,A2,noun,food and drink
-,-,cream,COLOUR,A2,noun,describing things
-,-,cream,-,A2,adjective,describing things
-,-,cricket,SPORT,A2,noun,shopping
-,-,crisp,-,A2,noun,food and drink
-,-,cross,OTHER SIDE,A2,verb,people: actions
-,-,crowd,-,A2,noun,-
-,-,crowded,-,A2,adjective,-
-,-,cry,PRODUCE TEARS,A2,verb,people: personality
-,-,cupboard,-,A2,noun,buildings
-,-,curry,-,A2,noun,food and drink
-,-,curtain,-,A2,noun,buildings
-,-,customer,-,A2,noun,shopping
-,-,cut,USE KNIFE,A2,verb,people: actions
-,-,cycling,-,A2,noun,"people: actions, shopping, travel"
-,-,daily,EVERY DAY,A2,adjective,-
-,-,daily,-,A2,adverb,-
-,-,dance,OCCASION,A2,noun,arts and media
-,-,dance,ACTIVITY,A2,noun,arts and media
-,-,dancer,-,A2,noun,arts and media
-,-,danger,POSSIBILITY OF HARM,A2,noun,-
-,-,dangerous,-,A2,adjective,people: personality
-,-,dark,NO LIGHT,A2,adjective,-
-,-,day,LIGHT HOURS,A2,noun,-
-,-,day,WORK HOURS,A2,noun,work
-,-,dead,NOT ALIVE,A2,adjective,-
-,-,decide,CHOOSE,A2,verb,people: actions
-,-,deep,TOP TO BOTTOM,A2,adjective,describing things
-,-,degree,TEMPERATURE,A2,noun,describing things
-,-,delay,MAKE HAPPEN LATER,A2,verb,people: actions
-,-,delay,LONG WAIT,A2,noun,-
-,-,dentist,-,A2,noun,"body and health, work"
-,-,department store,-,A2,noun,shopping
-,-,department,-,A2,noun,"education, work"
-,-,describe,-,A2,verb,communication
-,-,desert,-,A2,noun,natural world
-,-,dessert,-,A2,noun,food and drink
-,-,diary,FOR THOUGHTS,A2,noun,-
-,-,diary,FOR ARRANGEMENTS,A2,noun,-
-,-,difference,WAY,A2,noun,-
-,-,digital,SYSTEM,A2,adjective,technology
-,-,digital camera,-,A2,noun,"arts and media, technology"
-,-,dinosaur,-,A2,noun,animals
-,-,diploma,-,A2,noun,education
-,-,directions,-,A2,noun,communication
-,-,dirty,-,A2,adjective,describing things
-,-,disco,-,A2,noun,-
-,-,discount,-,A2,noun,"money, shopping"
-,-,discuss,-,A2,verb,communication
-,-,dish,CONTAINER,A2,noun,food and drink
-,-,dish,FOOD,A2,noun,food and drink
-,-,do,MAKE,A2,verb,people: actions
-,-,do,HEALTHY/HAPPY,A2,verb,body and health
-,-,do,SPORT ETC.,A2,verb,"people: actions, shopping"
-,-,document,OFFICIAL INFORMATION,A2,noun,communication
-,-,double,-,A2,adjective,describing things
-,-,down,LOWER POSITION,A2,adverb,describing things
-,-,down,ALONG,A2,preposition,describing things
-,-,down,LOWER POSITION,A2,preposition,describing things
-,-,download,-,A2,verb,"people: actions, technology"
-,-,downstairs,-,A2,adverb,buildings
-,-,Dr,-,A2,noun,work
-,-,drawer,-,A2,noun,buildings
-,-,drawing,-,A2,noun,"arts and media, people: actions"
-,-,dream,SLEEP,A2,noun,-
-,-,dream,SLEEP,A2,verb,-
-,-,dress,PUT ON CLOTHES,A2,verb,"clothes, people: actions"
-,-,dressed,WEARING CLOTHES,A2,adjective,"clothes, people: appearance"
-,-,drink,ALCOHOL,A2,noun,food and drink
-,-,drink,ALCOHOL,A2,verb,"food and drink, people: actions"
-,-,driving licence,-,A2,noun,travel
-,-,drum,-,A2,noun,arts and media
-,-,dry,NO RAIN,A2,adjective,natural world
-,-,dry,NOT WET,A2,adjective,natural world
-,-,dry,-,A2,verb,-
-,-,duck,-,A2,noun,animals
-,-,during,AT SOME TIME IN,A2,preposition,-
-,-,during,THROUGH,A2,preposition,-
-,-,early,BEFORE,A2,adverb,-
-,-,early,BEGINNING,A2,adjective,-
-,-,earn,GET MONEY,A2,verb,"money, work"
-,-,earring,-,A2,noun,clothes
-,-,easily,NO DIFFICULTY,A2,adverb,-
-,-,east,DIRECTION,A2,noun,-
-,-,east,-,A2,adverb,-
-,-,east,-,A2,adjective,-
-,-,eighth,-,A2,number,-
-,-,eighty,-,A2,number,-
-,-,electric,EQUIPMENT,A2,adjective,technology
-,-,electricity,-,A2,noun,technology
-,-,elephant,-,A2,noun,animals
-,-,else,IN ADDITION,A2,adverb,describing things
-,-,else,OTHER,A2,adverb,-
-,-,else,DIFFERENT,A2,adverb,-
-,-,email,-,A2,verb,"communication, people: actions, technology"
-,-,empty,NOTHING INSIDE,A2,adjective,-
-,-,end,FURTHEST PART,A2,noun,-
-,-,end,-,A2,verb,people: actions
-,-,engine,-,A2,noun,"technology, travel"
-,-,engineer,-,A2,noun,"technology, work"
-,-,enough,NECESSARY AMOUNT,A2,determiner,describing things
-,-,enough,NECESSARY AMOUNT,A2,adverb,-
-,-,enter,PLACE,A2,verb,"people: actions, travel"
-,-,entrance,DOOR,A2,noun,buildings
-,-,envelope,-,A2,noun,communication
-,-,especially,VERY MUCH,A2,adverb,communication
-,-,euro,-,A2,noun,money
-,-,even,SURPRISE,A2,adverb,-
-,-,ever,AT ANY TIME,A2,adverb,-
-,-,everyone,-,A2,pronoun,-
-,-,everybody,-,A2,pronoun,-
-,-,everything,-,A2,pronoun,describing things
-,-,everywhere,-,A2,adverb,-
-,-,exactly,COMPLETELY CORRECT,A2,adverb,describing things
-,-,exam,-,A2,noun,education
-,-,examination,TEST,A2,noun,education
-,-,excellent,-,A2,adjective,describing things
-,-,except,NOT INCLUDING,A2,preposition,-
-,-,exercise,PHYSICAL ACTIVITY,A2,noun,"body and health, people: actions, shopping"
-,-,exercise,PRACTICE,A2,noun,education
-,-,exit,WAY OUT,A2,noun,buildings
-,-,exit,ROAD,A2,noun,travel
-,-,explain,-,A2,verb,communication
-,-,extra,-,A2,adjective,describing things
-,-,fact,TRUE THING,A2,noun,-
-,-,fail,EXAM,A2,verb,education
-,-,fair,HAIR/SKIN,A2,adjective,people: appearance
-,-,fall,MOVE DOWN,A2,verb,people: actions
-,-,fan,PERSON,A2,noun,"arts and media, people: personality, shopping"
-,-,fantastic,-,A2,adjective,describing things
-,-,far,DISTANCE,A2,adverb,-
-,-,farmer,-,A2,noun,work
-,-,fashion,POPULAR STYLE,A2,noun,"clothes, people: appearance"
